0,0000
1,3e00
2,3eb7
3,3eec
4,3f0d
5,3f22
6,3f34
7,3f42
8,3f4f
9,3f81
10,3f80
11,3f81
12,3f80
13,3f81
14,3f80
15,3f81
16,3f80
17,3f81
18,3f80
19,3f81
20,3f80
21,3f81
22,3f80
23,3f81
24,3f80
25,3f81
26,3f80
27,3f81
28,3f80
29,3f81
30,0
31,1
